game_id,run_id,timestamp,language,n_rounds_known,max_rounds,played_rounds,agent1_name,agent1_llm,agent1_personality,agent1_noise_rate,agent1_total_score,agent1_cooperation_rate,agent1_defection_rate,agent1_flipped_count,agent1_flipped_rounds,agent1_strategies,agent1_intended_strategies,agent2_name,agent2_llm,agent2_personality,agent2_noise_rate,agent2_total_score,agent2_cooperation_rate,agent2_defection_rate,agent2_flipped_count,agent2_flipped_rounds,agent2_strategies,agent2_intended_strategies,time_checker_accuracy,rule_checker_accuracy,aggregation_checker_accuracy,llm_name,noise_level,original_game_id
Mistral-7B-Instruct-v0.3__noise05__game_226,227,2026-02-12T10:17:16.398168,it,True,30,30,agent1,VLLMMistral7B,egoista,0.05,90,0.0333,0.9667,1,1,"C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMMistral7B,cooperativo,0.05,270,0.6333,0.3667,1,25,"C,C,T,C,C,C,C,C,T,C,T,C,T,T,T,C,C,T,C,C,C,C,C,C,C,T,T,T,T,C","C,C,T,C,C,C,C,C,T,C,T,C,T,T,T,C,C,T,C,C,C,C,C,C,T,T,T,T,T,C",0.9737,0.7143,0.0,Mistral-7B-Instruct-v0.3,5,game_226
Mistral-7B-Instruct-v0.3__noise05__game_227,228,2026-02-12T10:17:29.465939,it,True,30,30,agent1,VLLMMistral7B,egoista,0.05,228,0.0667,0.9333,2,"23,28","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,T,T,T,T,C,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMMistral7B,egoista,0.05,228,0.0667,0.9333,2,"3,10","T,T,C,T,T,T,T,T,T,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",0.9342,0.7619,0.1111,Mistral-7B-Instruct-v0.3,5,game_227
Mistral-7B-Instruct-v0.3__noise05__game_228,229,2026-02-12T10:17:57.205612,it,True,30,30,agent1,VLLMMistral7B,cooperativo,0.05,54,0.9,0.1,2,"9,25","C,C,C,C,C,C,C,C,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,T,C,C,C,T,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,T,C",agent2,VLLMMistral7B,cooperativo,0.05,84,1.0,0.0,0,,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",1.0,0.8333,0.1667,Mistral-7B-Instruct-v0.3,5,game_228
Mistral-7B-Instruct-v0.3__noise05__game_229,230,2026-02-12T10:18:41.229812,it,True,30,30,agent1,VLLMMistral7B,cooperativo,0.05,274,0.7,0.3,3,"1,8,10","T,C,C,C,C,C,C,T,C,T,C,C,T,C,C,C,C,C,C,C,C,C,T,C,T,C,T,C,T,T","C,C,C,C,C,C,C,C,C,C,C,C,T,C,C,C,C,C,C,C,C,C,T,C,T,C,T,C,T,T",agent2,VLLMMistral7B,egoista,0.05,74,0.0333,0.9667,1,1,"C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",0.9868,0.9524,0.0278,Mistral-7B-Instruct-v0.3,5,game_229
Mistral-7B-Instruct-v0.3__noise05__game_230,231,2026-02-12T10:18:48.633377,it,True,30,30,agent1,VLLMMistral7B,egoista,0.05,182,0.1,0.9,2,"10,27","T,C,T,T,T,T,T,T,T,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,T,T,T","T,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMMistral7B,cooperativo,0.05,232,0.2667,0.7333,0,,"C,T,T,T,T,C,C,C,T,C,T,T,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,C","C,T,T,T,T,C,C,C,T,C,T,T,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,C",0.9211,0.7381,0.0278,Mistral-7B-Instruct-v0.3,5,game_230
Mistral-7B-Instruct-v0.3__noise05__game_231,232,2026-02-12T10:19:00.659468,it,True,30,30,agent1,VLLMMistral7B,egoista,0.05,222,0.1,0.9,3,"11,24,29","T,T,T,T,T,T,T,T,T,T,C,T,T,T,T,T,T,T,T,T,T,T,T,C,T,T,T,T,C,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMMistral7B,egoista,0.05,222,0.1,0.9,2,"12,16","C,T,T,T,T,T,T,T,T,T,T,C,T,T,T,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T","C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",0.9474,0.7619,0.0556,Mistral-7B-Instruct-v0.3,5,game_231
Mistral-7B-Instruct-v0.3__noise05__game_232,233,2026-02-12T10:19:28.618066,it,True,30,30,agent1,VLLMMistral7B,cooperativo,0.05,66,0.9667,0.0333,1,24,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,T,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMMistral7B,cooperativo,0.05,66,0.9667,0.0333,1,13,"C,C,C,C,C,C,C,C,C,C,C,C,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",1.0,0.8095,0.1944,Mistral-7B-Instruct-v0.3,5,game_232
Mistral-7B-Instruct-v0.3__noise05__game_233,234,2026-02-12T10:20:29.827370,it,True,30,30,agent1,VLLMMistral7B,cooperativo,0.05,274,0.9667,0.0333,1,19,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,T,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMMistral7B,egoista,0.05,14,0.1,0.9,2,"6,11","T,T,T,T,T,C,T,T,T,T,C,T,T,T,T,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T",0.9737,0.9524,0.0,Mistral-7B-Instruct-v0.3,5,game_233
Mistral-7B-Instruct-v0.3__noise05__game_234,235,2026-02-12T10:20:32.838962,it,True,30,30,agent1,VLLMMistral7B,egoista,0.05,44,0.0667,0.9333,2,"11,20","T,T,T,T,T,T,T,T,T,T,C,T,T,T,T,T,T,T,T,C,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMMistral7B,cooperativo,0.05,274,0.8333,0.1667,2,"5,17","C,T,C,C,T,C,C,C,C,C,T,C,T,C,C,C,T,C,C,C,C,C,C,C,C,C,C,C,C,C","C,T,C,C,C,C,C,C,C,C,T,C,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",0.9474,0.6905,0.0556,Mistral-7B-Instruct-v0.3,5,game_234
Mistral-7B-Instruct-v0.3__noise05__game_235,236,2026-02-12T10:20:35.445624,it,True,30,30,agent1,VLLMMistral7B,egoista,0.05,220,0.0667,0.9333,2,"24,27","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,T,T,C,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMMistral7B,egoista,0.05,230,0.1,0.9,2,"11,21","C,T,T,T,T,T,T,T,T,T,C,T,T,T,T,T,T,T,T,T,C,T,T,T,T,T,T,T,T,T","C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",0.9079,0.7619,0.1389,Mistral-7B-Instruct-v0.3,5,game_235
Mistral-7B-Instruct-v0.3__noise05__game_236,237,2026-02-12T10:21:06.090558,it,True,30,30,agent1,VLLMMistral7B,cooperativo,0.05,142,0.9,0.1,1,4,"C,C,C,T,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,T,T","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,T,T",agent2,VLLMMistral7B,cooperativo,0.05,62,0.6333,0.3667,0,,"C,T,C,T,T,C,T,C,T,C,T,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,T,T,T","C,T,C,T,T,C,T,C,T,C,T,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C,C,T,T,T",0.9211,0.8571,0.0278,Mistral-7B-Instruct-v0.3,5,game_236
Mistral-7B-Instruct-v0.3__noise05__game_237,238,2026-02-12T10:22:04.232157,it,True,30,30,agent1,VLLMMistral7B,cooperativo,0.05,280,0.9333,0.0667,2,"16,26","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,T,C,C,C,C,C,C,C,C,C,C,T,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,T,T,C,C,C",agent2,VLLMMistral7B,egoista,0.05,20,0.0667,0.9333,1,8,"C,T,T,T,T,T,T,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T","C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",0.9868,1.0,0.0556,Mistral-7B-Instruct-v0.3,5,game_237
Mistral-7B-Instruct-v0.3__noise05__game_238,239,2026-02-12T10:22:06.791619,it,True,30,30,agent1,VLLMMistral7B,egoista,0.05,142,0.1,0.9,3,"11,12,21","T,T,T,T,T,T,T,T,T,T,C,C,T,T,T,T,T,T,T,T,C,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMMistral7B,cooperativo,0.05,242,0.4333,0.5667,2,"5,18","C,C,T,T,C,T,T,T,T,T,T,T,C,C,T,C,C,T,T,C,C,C,C,T,T,T,T,C,C,T","C,C,T,T,T,T,T,T,T,T,T,T,C,C,T,C,C,C,T,C,C,C,C,T,T,T,T,C,C,T",0.9474,0.7143,0.0556,Mistral-7B-Instruct-v0.3,5,game_238
Mistral-7B-Instruct-v0.3__noise05__game_239,240,2026-02-12T10:22:09.268475,it,True,30,30,agent1,VLLMMistral7B,egoista,0.05,210,0.0333,0.9667,1,6,"T,T,T,T,T,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",agent2,VLLMMistral7B,egoista,0.05,240,0.1333,0.8667,4,"2,5,6,28","T,C,T,T,C,C,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,C,T,T","T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T",0.9605,0.6667,0.0833,Mistral-7B-Instruct-v0.3,5,game_239
Qwen2.5-32B-Instruct__noise00__game_0,1,2026-02-12T04:15:27.075113,en,True,30,30,agent1,VLLMQwen32B,cooperative,0.0,60,1.0,0.0,0,,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMQwen32B,cooperative,0.0,60,1.0,0.0,0,,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",1.0,1.0,0.6111,Qwen2.5-32B-Instruct,0,game_0
Qwen2.5-32B-Instruct__noise00__game_2,3,2026-02-12T04:15:33.070876,en,True,30,30,agent1,VLLMQwen32B,selfish,0.0,208,0.0,1.0,0,,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",agent2,VLLMQwen32B,cooperative,0.0,248,0.1333,0.8667,0,,"C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,C","C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,C",1.0,1.0,0.2222,Qwen2.5-32B-Instruct,0,game_2
Qwen2.5-32B-Instruct__noise00__game_1,2,2026-02-12T04:15:37.914992,en,True,30,30,agent1,VLLMQwen32B,cooperative,0.0,246,0.1,0.9,0,,"C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",agent2,VLLMQwen32B,selfish,0.0,216,0.0,1.0,0,,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",1.0,1.0,0.1944,Qwen2.5-32B-Instruct,0,game_1
Qwen2.5-32B-Instruct__noise00__game_3,4,2026-02-12T04:15:39.528024,en,True,30,30,agent1,VLLMQwen32B,selfish,0.0,240,0.0,1.0,0,,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",agent2,VLLMQwen32B,selfish,0.0,240,0.0,1.0,0,,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",1.0,1.0,0.4722,Qwen2.5-32B-Instruct,0,game_3
Qwen2.5-32B-Instruct__noise00__game_4,5,2026-02-12T04:19:35.210713,en,True,30,30,agent1,VLLMQwen32B,cooperative,0.0,60,1.0,0.0,0,,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMQwen32B,cooperative,0.0,60,1.0,0.0,0,,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",1.0,1.0,0.6111,Qwen2.5-32B-Instruct,0,game_4
Qwen2.5-32B-Instruct__noise00__game_5,6,2026-02-12T04:19:54.565158,en,True,30,30,agent1,VLLMQwen32B,cooperative,0.0,246,0.1,0.9,0,,"C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",agent2,VLLMQwen32B,selfish,0.0,216,0.0,1.0,0,,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",1.0,1.0,0.1944,Qwen2.5-32B-Instruct,0,game_5
Qwen2.5-32B-Instruct__noise00__game_6,7,2026-02-12T04:20:04.642104,en,True,30,30,agent1,VLLMQwen32B,selfish,0.0,232,0.0,1.0,0,,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",agent2,VLLMQwen32B,cooperative,0.0,242,0.0333,0.9667,0,,"C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",1.0,1.0,0.2222,Qwen2.5-32B-Instruct,0,game_6
Qwen2.5-32B-Instruct__noise00__game_7,8,2026-02-12T04:20:15.641514,en,True,30,30,agent1,VLLMQwen32B,selfish,0.0,240,0.0,1.0,0,,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",agent2,VLLMQwen32B,selfish,0.0,240,0.0,1.0,0,,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",1.0,1.0,0.4722,Qwen2.5-32B-Instruct,0,game_7
Qwen2.5-32B-Instruct__noise00__game_8,9,2026-02-12T04:23:44.621493,en,True,30,30,agent1,VLLMQwen32B,cooperative,0.0,60,1.0,0.0,0,,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMQwen32B,cooperative,0.0,60,1.0,0.0,0,,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",1.0,1.0,0.6111,Qwen2.5-32B-Instruct,0,game_8
Qwen2.5-32B-Instruct__noise00__game_9,10,2026-02-12T04:24:14.977081,en,True,30,30,agent1,VLLMQwen32B,cooperative,0.0,248,0.1333,0.8667,0,,"C,C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","C,C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",agent2,VLLMQwen32B,selfish,0.0,208,0.0,1.0,0,,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",1.0,1.0,0.2222,Qwen2.5-32B-Instruct,0,game_9
Qwen2.5-32B-Instruct__noise00__game_10,11,2026-02-12T04:24:26.042542,en,True,30,30,agent1,VLLMQwen32B,selfish,0.0,216,0.0,1.0,0,,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",agent2,VLLMQwen32B,cooperative,0.0,246,0.1,0.9,0,,"C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C","C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C",1.0,1.0,0.2222,Qwen2.5-32B-Instruct,0,game_10
Qwen2.5-32B-Instruct__noise00__game_11,12,2026-02-12T04:24:33.307431,en,True,30,30,agent1,VLLMQwen32B,selfish,0.0,240,0.0,1.0,0,,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",agent2,VLLMQwen32B,selfish,0.0,240,0.0,1.0,0,,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",1.0,1.0,0.5,Qwen2.5-32B-Instruct,0,game_11
Qwen2.5-32B-Instruct__noise00__game_12,13,2026-02-12T04:27:47.250542,en,True,30,30,agent1,VLLMQwen32B,cooperative,0.0,60,1.0,0.0,0,,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMQwen32B,cooperative,0.0,60,1.0,0.0,0,,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",1.0,1.0,0.6111,Qwen2.5-32B-Instruct,0,game_12
Qwen2.5-32B-Instruct__noise00__game_13,14,2026-02-12T04:28:39.726919,en,True,30,30,agent1,VLLMQwen32B,cooperative,0.0,244,0.0667,0.9333,0,,"C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",agent2,VLLMQwen32B,selfish,0.0,224,0.0,1.0,0,,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",1.0,1.0,0.1944,Qwen2.5-32B-Instruct,0,game_13
Qwen2.5-32B-Instruct__noise00__game_14,15,2026-02-12T04:28:49.134310,en,True,30,30,agent1,VLLMQwen32B,selfish,0.0,232,0.0,1.0,0,,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",agent2,VLLMQwen32B,cooperative,0.0,242,0.0333,0.9667,0,,"C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",1.0,1.0,0.2222,Qwen2.5-32B-Instruct,0,game_14
Qwen2.5-32B-Instruct__noise00__game_15,16,2026-02-12T04:29:07.661064,en,True,30,30,agent1,VLLMQwen32B,selfish,0.0,240,0.0,1.0,0,,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",agent2,VLLMQwen32B,selfish,0.0,240,0.0,1.0,0,,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",1.0,1.0,0.4444,Qwen2.5-32B-Instruct,0,game_15
Qwen2.5-32B-Instruct__noise00__game_16,17,2026-02-12T04:31:52.231965,en,True,30,30,agent1,VLLMQwen32B,cooperative,0.0,60,1.0,0.0,0,,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMQwen32B,cooperative,0.0,60,1.0,0.0,0,,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",1.0,1.0,0.6111,Qwen2.5-32B-Instruct,0,game_16
Qwen2.5-32B-Instruct__noise00__game_17,18,2026-02-12T04:33:01.451720,en,True,30,30,agent1,VLLMQwen32B,cooperative,0.0,300,1.0,0.0,0,,"C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C","C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C",agent2,VLLMQwen32B,selfish,0.0,0,0.0,1.0,0,,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",1.0,1.0,0.5278,Qwen2.5-32B-Instruct,0,game_17
Qwen2.5-32B-Instruct__noise00__game_18,19,2026-02-12T04:33:10.895054,en,True,30,30,agent1,VLLMQwen32B,selfish,0.0,200,0.0,1.0,0,,"D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D","D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D",agent2,VLLMQwen32B,cooperative,0.0,250,0.1667,0.8333,0,,"C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,C,C","C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,C,C",1.0,1.0,0.2222,Qwen2.5-32B-Instruct,0,game_18
